Running with 50000 chromosomes for 1 generations
Chromosome stats:
  IN_H: 12
  IN_W: 12
  HLC: 2
  NPL: 128
Level seed: 1215069295
srand seed: 10
----------------------------
Running generation 1/1
Player 10214 fitness: 175.3333
Player 10215 fitness: 99.9667
Player 10216 fitness: 96.1333
Player 10217 fitness: 215.2667
Player 10218 fitness: 113.7667
Player 10219 fitness: 95.5667
Player 10220 fitness: 99.9667
Player 10221 fitness: 95.5667
Player 10222 fitness: 95.5667
Player 10223 fitness: 95.3667
Player 10224 fitness: 99.9667
Player 10225 fitness: 454.0667
Player 10226 fitness: 99.9667
Player 10227 fitness: 434.2000
Player 10228 fitness: 95.5667
Player 10229 fitness: 945.1333
Player 10230 fitness: 95.3667
Player 10231 fitness: 96.1333
Player 10232 fitness: 96.1333
Player 10233 fitness: 96.1333
Player 10234 fitness: 379.3999
Player 10235 fitness: 96.1333
Player 10236 fitness: 99.7667
Player 10237 fitness: 95.3667
Player 10238 fitness: 170.2667
Player 10239 fitness: 115.0667
Player 10240 fitness: 95.5667
Player 10241 fitness: 96.1333
Player 10242 fitness: 99.7667
Player 10243 fitness: 99.9667
Player 10244 fitness: 661.8667
Player 10245 fitness: 439.1000
Player 10246 fitness: 96.1333
Player 10247 fitness: 124.8667
Player 10248 fitness: 334.3333
Player 10249 fitness: 114.2667
Player 10250 fitness: 105.7000
Player 10251 fitness: 99.9667
Player 10252 fitness: 99.9667
Player 10253 fitness: 95.3667
Player 10254 fitness: 233.0000
Player 10255 fitness: 95.5667
Player 10256 fitness: 426.2000
Player 10257 fitness: 859.2667
Player 10258 fitness: 121.4000
Player 10259 fitness: 121.4000
Player 10260 fitness: 99.9667
Player 10261 fitness: 416.4000
Player 10262 fitness: 112.4333
Player 10263 fitness: 434.5000
Player 10264 fitness: 95.5667
Player 10265 fitness: 95.3667
Player 10266 fitness: 99.7667
Player 10267 fitness: 99.7667
Player 10268 fitness: 95.5667
Player 10269 fitness: 122.8667
Player 10270 fitness: 95.5667
Player 10271 fitness: 99.9667
Player 10272 fitness: 449.0334
Player 10273 fitness: 95.5667
Player 10274 fitness: 259.4667
Player 10275 fitness: 253.4333
Player 10276 fitness: 95.3667
Player 10277 fitness: 95.5667
Player 10278 fitness: 95.5667
Player 10279 fitness: 99.9667
Player 10280 fitness: 95.5667
Player 10281 fitness: 148.8000
Player 10282 fitness: 185.1333
Player 10283 fitness: 95.5667
Player 10284 fitness: 99.9667
Player 10285 fitness: 99.7667
Player 10286 fitness: 972.0665
Player 10287 fitness: 95.5667
Player 10288 fitness: 95.5667
Player 10289 fitness: 95.3667
Player 10290 fitness: 99.7667
Player 10291 fitness: 95.5667
Player 10292 fitness: 494.5000
Player 10293 fitness: 95.5667
Player 10294 fitness: 95.5667
Player 10295 fitness: 99.9667
Player 10296 fitness: 486.4667
Player 10297 fitness: 132.9000
Player 10298 fitness: 114.5667
Player 10299 fitness: 95.5667
Player 10300 fitness: 95.5667
Player 10301 fitness: 355.8333
Player 10302 fitness: 110.5333
Player 10303 fitness: 149.3333
Player 10304 fitness: 99.9667
Player 10305 fitness: 95.5667
Player 10306 fitness: 235.9667
Player 10307 fitness: 95.5667
Player 10308 fitness: 99.7667
Player 10309 fitness: 121.2333
Player 10310 fitness: 95.3667
Player 10311 fitness: 95.5667
Player 10312 fitness: 99.9667
Player 10313 fitness: 114.2667
Player 10314 fitness: 95.3667
Player 10315 fitness: 99.7667
Player 10316 fitness: 95.3667
Player 10317 fitness: 99.9667
Player 10318 fitness: 99.9667
Player 10319 fitness: 99.7667
Player 10320 fitness: 95.5667
Player 10321 fitness: 95.5667
Player 10322 fitness: 201.3333
Player 10323 fitness: 95.5667
Player 10324 fitness: 275.5334
Player 10325 fitness: 95.5667
Player 10326 fitness: 185.1333
Player 10327 fitness: 99.7667
Player 10328 fitness: 95.5667
Player 10329 fitness: 99.7667
Player 10330 fitness: 124.8667
Player 10331 fitness: 99.9667
Player 10332 fitness: 132.9000
Player 10333 fitness: 95.5667
Player 10334 fitness: 99.9667
Player 10335 fitness: 727.5333
Player 10336 fitness: 99.7667
Player 10337 fitness: 95.5667
Player 10338 fitness: 945.0000
Player 10339 fitness: 208.3667
Player 10340 fitness: 530.1666
Player 10341 fitness: 99.7667
Player 10342 fitness: 99.7667
Player 10343 fitness: 95.3667
Player 10344 fitness: 95.3667
Player 10345 fitness: 620.4667
Player 10346 fitness: 505.7333
Player 10347 fitness: 506.8000
Player 10348 fitness: 169.3667
Player 10349 fitness: 679.4667
Player 10350 fitness: 437.0333
Player 10351 fitness: 99.9667
Player 10352 fitness: 95.5667
Player 10353 fitness: 95.5667
Player 10354 fitness: 95.5667
Player 10355 fitness: 95.5667
Player 10356 fitness: 95.5667
Player 10357 fitness: 99.7667
Player 10358 fitness: 95.5667
Player 10359 fitness: 96.1333
Player 10360 fitness: 95.5667
Player 10361 fitness: 115.0667
Player 10362 fitness: 95.5667
Player 10363 fitness: 98.0667
Player 10364 fitness: 99.7667
Player 10365 fitness: 95.5667
Player 10366 fitness: 145.2000
Player 10367 fitness: 95.5667
Player 10368 fitness: 115.0667
Player 10369 fitness: 506.8000
Player 10370 fitness: 95.5667
Player 10371 fitness: 99.9667
Player 10372 fitness: 95.5667
Player 10373 fitness: 95.5667
Player 10374 fitness: 99.9667
Player 10375 fitness: 96.1333
Player 10376 fitness: 99.7667
Player 10377 fitness: 95.5667
Player 10378 fitness: 95.5667
Player 10379 fitness: 95.5667
Player 10380 fitness: 95.3667
Player 10381 fitness: 177.8333
Player 10382 fitness: 96.1333
Player 10383 fitness: 95.3667
Player 10384 fitness: 95.5667
Player 10385 fitness: 265.7333
Player 10386 fitness: 99.9667
Player 10387 fitness: 95.5667
Player 10388 fitness: 99.9667
Player 10389 fitness: 99.9667
Player 10390 fitness: 99.9667
Player 10391 fitness: 99.9667
Player 10392 fitness: 124.8667
Player 10393 fitness: 95.3667
Player 10394 fitness: 99.7667
Player 10395 fitness: 95.3667
Player 10396 fitness: 209.9667
Player 10397 fitness: 99.9667
Player 10398 fitness: 99.7667
Player 10399 fitness: 99.9667
Player 10400 fitness: 96.1333
Player 10401 fitness: 96.1333
Player 10402 fitness: 373.9667
Player 10403 fitness: 536.2333
Player 10404 fitness: 99.9667
Player 10405 fitness: 95.5667
Player 10406 fitness: 95.5667
Player 10407 fitness: 99.7667
Player 10408 fitness: 95.5667
Player 10409 fitness: 96.1333
Player 10410 fitness: 456.3333
Player 10411 fitness: 114.2667
Player 10412 fitness: 95.5667
Player 10413 fitness: 95.3667
Player 10414 fitness: 247.9333
Player 10415 fitness: 269.7000
Player 10416 fitness: 119.7667
Player 10417 fitness: 96.1333
Player 10418 fitness: 96.1333
Player 10419 fitness: 99.9667
Player 10420 fitness: 95.3667
Player 10421 fitness: 204.4667
Player 10422 fitness: 95.5667
Player 10423 fitness: 95.3667
Player 10424 fitness: 99.9667
Player 10425 fitness: 114.2667
Player 10426 fitness: 115.0667
Player 10427 fitness: 169.1000
Player 10428 fitness: 109.2333
Player 10429 fitness: 95.5667
Player 10430 fitness: 99.9667
Player 10431 fitness: 657.8334
Player 10432 fitness: 104.8333
Player 10433 fitness: 95.3667
Player 10434 fitness: 106.4667
Player 10435 fitness: 95.3667
Player 10436 fitness: 96.1333
Player 10437 fitness: 95.3667
Player 10438 fitness: 235.6000
Player 10439 fitness: 99.9667
Player 10440 fitness: 456.3333
Player 10441 fitness: 185.1333
Player 10442 fitness: 95.5667
Player 10443 fitness: 280.1333
Player 10444 fitness: 115.0667
Player 10445 fitness: 175.3333
Player 10446 fitness: 96.1333
Player 10447 fitness: 95.5667
Player 10448 fitness: 279.4333
Player 10449 fitness: 207.0667
Player 10450 fitness: 253.1000
Player 10451 fitness: 99.9667
Player 10452 fitness: 145.2000
Player 10453 fitness: 254.9667
Player 10454 fitness: 951.7333
Player 10455 fitness: 95.5667
Player 10456 fitness: 95.5667
Player 10457 fitness: 99.7667
Player 10458 fitness: 99.7667
Player 10459 fitness: 99.9667
Player 10460 fitness: 463.4000
Player 10461 fitness: 265.2667
Player 10462 fitness: 186.5667
Player 10463 fitness: 99.7667
Player 10464 fitness: 99.7667
Player 10465 fitness: 99.7667
Player 10466 fitness: 99.7667
Player 10467 fitness: 99.9667
Player 10468 fitness: 245.4000
Player 10469 fitness: 95.5667
Player 10470 fitness: 95.5667
Player 10471 fitness: 99.9667
Player 10472 fitness: 99.9667
Player 10473 fitness: 115.0667
Player 10474 fitness: 143.0000
Player 10475 fitness: 426.1333
Player 10476 fitness: 155.0000
Player 10477 fitness: 99.9667
Player 10478 fitness: 95.3667
Player 10479 fitness: 95.5667
Player 10480 fitness: 96.1333
Player 10481 fitness: 95.5667
Player 10482 fitness: 99.9667
Player 10483 fitness: 95.3667
Player 10484 fitness: 95.5667
Player 10485 fitness: 863.4667
Player 10486 fitness: 96.1333
Player 10487 fitness: 96.1333
Player 10488 fitness: 196.6333
Player 10489 fitness: 96.1333
Player 10490 fitness: 259.5333
Player 10491 fitness: 99.7667
Player 10492 fitness: 95.5667
Player 10493 fitness: 99.7667
Player 10494 fitness: 95.3667
Player 10495 fitness: 115.0667
Player 10496 fitness: 95.3667
Player 10497 fitness: 524.1334
Player 10498 fitness: 95.3667
Player 10499 fitness: 853.4333
Player 10500 fitness: 99.9667
Player 10501 fitness: 96.1333
Player 10502 fitness: 99.9667
Player 10503 fitness: 95.5667
Player 10504 fitness: 175.3333
Player 10505 fitness: 95.5667
Player 10506 fitness: 99.9667
Player 10507 fitness: 95.3667
Player 10508 fitness: 95.5667
Player 10509 fitness: 105.7000
Player 10510 fitness: 95.5667
Player 10511 fitness: 406.3667
Player 10512 fitness: 99.9667
Player 10513 fitness: 466.1333
Player 10514 fitness: 114.2667
Player 10515 fitness: 245.4000
Player 10516 fitness: 95.3667
Player 10517 fitness: 95.5667
Player 10518 fitness: 122.8667
Player 10519 fitness: 99.9667
Player 10520 fitness: 96.1333
Player 10521 fitness: 99.9667
Player 10522 fitness: 99.7667
Player 10523 fitness: 139.3000
Player 10524 fitness: 95.5667
Player 10525 fitness: 95.3667
Player 10526 fitness: 95.5667
Player 10527 fitness: 95.3667
Player 10528 fitness: 95.5667
Player 10529 fitness: 99.9667
Player 10530 fitness: 99.9667
Player 10531 fitness: 915.3666
Player 10532 fitness: 95.5667
Player 10533 fitness: 95.3667
Player 10534 fitness: 99.9667
Player 10535 fitness: 251.3667
Player 10536 fitness: 99.7667
Player 10537 fitness: 99.7667
Player 10538 fitness: 212.1333
Player 10539 fitness: 121.2333
Player 10540 fitness: 99.9667
Player 10541 fitness: 107.8667
Player 10542 fitness: 99.9667
Player 10543 fitness: 96.1333
Player 10544 fitness: 99.7667
Player 10545 fitness: 99.9667
Player 10546 fitness: 99.7667
Player 10547 fitness: 96.1333
Player 10548 fitness: 96.1333
Player 10549 fitness: 95.3667
Player 10550 fitness: 205.4667
Player 10551 fitness: 432.4666
Player 10552 fitness: 96.1333
Player 10553 fitness: 99.7667
Player 10554 fitness: 95.3667
Player 10555 fitness: 95.3667
Player 10556 fitness: 96.1333
Player 10557 fitness: 121.4000
Player 10558 fitness: 96.1333
Player 10559 fitness: 96.1333
Player 10560 fitness: 914.3666
Player 10561 fitness: 139.4333
Player 10562 fitness: 549.6667
Player 10563 fitness: 95.3667
Player 10564 fitness: 905.6333
Player 10565 fitness: 95.5667
Player 10566 fitness: 121.4000
Player 10567 fitness: 95.5667
Player 10568 fitness: 99.7667
Player 10569 fitness: 95.5667
Player 10570 fitness: 115.0667
Player 10571 fitness: 1023.1000
Player 10572 fitness: 99.7667
Player 10573 fitness: 96.1333
Player 10574 fitness: 298.5667
Player 10575 fitness: 99.9667
Player 10576 fitness: 95.3667
Player 10577 fitness: 205.4667
Player 10578 fitness: 105.7000
Player 10579 fitness: 99.7667
Player 10580 fitness: 95.5667
Player 10581 fitness: 96.1333
Player 10582 fitness: 95.5667
Player 10583 fitness: 99.9667
Player 10584 fitness: 99.7667
Player 10585 fitness: 115.0667
Player 10586 fitness: 95.3667
Player 10587 fitness: 95.3667
Player 10588 fitness: 95.5667
Player 10589 fitness: 96.1333
Player 10590 fitness: 95.5667
Player 10591 fitness: 95.5667
Player 10592 fitness: 96.1333
Player 10593 fitness: 257.7000
Player 10594 fitness: 99.9667
Player 10595 fitness: 95.5667
Player 10596 fitness: 96.1333
Player 10597 fitness: 319.4666
Player 10598 fitness: 151.4667
Player 10599 fitness: 99.9667
Player 10600 fitness: 95.5667
Player 10601 fitness: 206.5333
Player 10602 fitness: 155.0000
Player 10603 fitness: 95.5667
Player 10604 fitness: 99.7667
Player 10605 fitness: 96.1333
Player 10606 fitness: 96.1333
Player 10607 fitness: 202.4667
Player 10608 fitness: 175.3333
Player 10609 fitness: 532.4333
Player 10610 fitness: 145.2000
Player 10611 fitness: 99.7667
Player 10612 fitness: 96.1333
Player 10613 fitness: 95.5667
Player 10614 fitness: 99.9667
Player 10615 fitness: 95.3667
Player 10616 fitness: 155.0000
Player 10617 fitness: 95.5667
Player 10618 fitness: 95.5667
Player 10619 fitness: 95.5667
Player 10620 fitness: 114.2667
Player 10621 fitness: 964.9000
Player 10622 fitness: 99.7667
Player 10623 fitness: 95.3667
Player 10624 fitness: 155.0000
Player 10625 fitness: 95.5667
Player 10626 fitness: 151.9333
Player 10627 fitness: 95.3667
Player 10628 fitness: 99.9667
Player 10629 fitness: 99.7667
Player 10630 fitness: 188.7000
Player 10631 fitness: 95.5667
Player 10632 fitness: 95.5667
Player 10633 fitness: 96.1333
Player 10634 fitness: 95.3667
Player 10635 fitness: 96.1333
Player 10636 fitness: 99.9667
Player 10637 fitness: 124.8667
Player 10638 fitness: 96.1333
Player 10639 fitness: 95.5667
Player 10640 fitness: 95.5667
Player 10641 fitness: 155.0000
Player 10642 fitness: 95.5667
Player 10643 fitness: 96.1333
Player 10644 fitness: 203.9333
Player 10645 fitness: 96.1333
Player 10646 fitness: 99.9667
Player 10647 fitness: 95.5667
Player 10648 fitness: 245.4000
Player 10649 fitness: 275.5334
Player 10650 fitness: 95.5667
Player 10651 fitness: 99.9667
Player 10652 fitness: 99.7667
Player 10653 fitness: 95.5667
Player 10654 fitness: 121.4000
Player 10655 fitness: 95.5667
Player 10656 fitness: 96.1333
Player 10657 fitness: 95.3667
Player 10658 fitness: 115.0667
Player 10659 fitness: 99.7667
Player 10660 fitness: 96.1333
Player 10661 fitness: 95.3667
Player 10662 fitness: 95.3667
Player 10663 fitness: 95.5667
Player 10664 fitness: 171.3667
Player 10665 fitness: 96.1333
Player 10666 fitness: 95.5667
Player 10667 fitness: 197.9333
Player 10668 fitness: 96.1333
Player 10669 fitness: 99.7667
Player 10670 fitness: 95.3667
Player 10671 fitness: 96.1333
Player 10672 fitness: 96.1333
Player 10673 fitness: 95.3667
Player 10674 fitness: 149.7667
Player 10675 fitness: 96.1333
Player 10676 fitness: 99.9667
Player 10677 fitness: 898.5333
Player 10678 fitness: 99.7667
Player 10679 fitness: 95.5667
Player 10680 fitness: 120.3000
Player 10681 fitness: 881.7000
Player 10682 fitness: 95.5667
Player 10683 fitness: 95.5667
Player 10684 fitness: 95.5667
Player 10685 fitness: 95.3667
Player 10686 fitness: 95.5667
Player 10687 fitness: 252.5667
Player 10688 fitness: 99.9667
Player 10689 fitness: 478.7000
Player 10690 fitness: 495.1333
Player 10691 fitness: 99.9667
Player 10692 fitness: 145.2000
Player 10693 fitness: 147.7667
Player 10694 fitness: 99.9667
Player 10695 fitness: 99.9667
Player 10696 fitness: 99.9667
Player 10697 fitness: 95.5667
Player 10698 fitness: 99.7667
Player 10699 fitness: 95.5667
Player 10700 fitness: 99.9667
Player 10701 fitness: 99.9667
Player 10702 fitness: 171.4667
Player 10703 fitness: 421.4667
Player 10704 fitness: 96.1333
Player 10705 fitness: 215.2667
Player 10706 fitness: 99.9667
Player 10707 fitness: 175.6333
Player 10708 fitness: 95.3667
Player 10709 fitness: 142.3667
Player 10710 fitness: 99.7667
Player 10711 fitness: 96.1333
Player 10712 fitness: 230.5333
Player 10713 fitness: 95.3667
Player 10714 fitness: 692.1000
Player 10715 fitness: 95.5667
Player 10716 fitness: 95.5667
Player 10717 fitness: 96.1333
Player 10718 fitness: 96.1333
Player 10719 fitness: 99.7667
Player 10720 fitness: 99.7667
Player 10721 fitness: 148.5000
Player 10722 fitness: 96.1333
Player 10723 fitness: 99.9667
Player 10724 fitness: 99.9667
Player 10725 fitness: 177.8000
Player 10726 fitness: 99.9667
Player 10727 fitness: 95.5667
Player 10728 fitness: 95.5667
Player 10729 fitness: 96.1333
Player 10730 fitness: 96.1333
Player 10731 fitness: 95.5667
Player 10732 fitness: 558.5667
Player 10733 fitness: 95.5667
Player 10734 fitness: 958.9000
Player 10735 fitness: 95.5667
Player 10736 fitness: 99.7667
Player 10737 fitness: 95.5667
Player 10738 fitness: 163.1667
Player 10739 fitness: 99.7667
Player 10740 fitness: 99.7667
Player 10741 fitness: 95.3667
Player 10742 fitness: 95.5667
Player 10743 fitness: 142.2667
Player 10744 fitness: 99.9667
Player 10745 fitness: 95.3667
Player 10746 fitness: 95.3667
Player 10747 fitness: 150.5667
Player 10748 fitness: 99.9667
Player 10749 fitness: 96.1333
Player 10750 fitness: 96.1333
Player 10751 fitness: 95.5667
Player 10752 fitness: 99.9667
Player 10753 fitness: 95.5667
Player 10754 fitness: 99.9667
Player 10755 fitness: 96.1333
Player 10756 fitness: 139.2333
Player 10757 fitness: 260.8333
Player 10758 fitness: 168.9333
Player 10759 fitness: 96.1333
Player 10760 fitness: 168.1000
Player 10761 fitness: 246.2667
Player 10762 fitness: 455.7667
Player 10763 fitness: 95.5667
Player 10764 fitness: 476.6667
Player 10765 fitness: 123.6333
Player 10766 fitness: 95.3667
Player 10767 fitness: 96.1333
Player 10768 fitness: 307.5667
Player 10769 fitness: 96.1333
Player 10770 fitness: 99.9667
Player 10771 fitness: 99.9667
Player 10772 fitness: 99.9667
Player 10773 fitness: 119.4333
Player 10774 fitness: 171.4667
Player 10775 fitness: 99.7667
Player 10776 fitness: 95.3667
Player 10777 fitness: 96.1333
Player 10778 fitness: 96.1333
Player 10779 fitness: 95.5667
Player 10780 fitness: 99.7667
Player 10781 fitness: 99.9667
Player 10782 fitness: 117.2667
Player 10783 fitness: 99.9667
Player 10784 fitness: 121.4000
Player 10785 fitness: 99.9667
Player 10786 fitness: 95.3667
Player 10787 fitness: 95.5667
Player 10788 fitness: 95.3667
Player 10789 fitness: 96.1333
Player 10790 fitness: 95.5667
Player 10791 fitness: 95.3667
Player 10792 fitness: 99.9667
Player 10793 fitness: 99.9667
Player 10794 fitness: 99.7667
Player 10795 fitness: 96.1333
Player 10796 fitness: 99.7667
Player 10797 fitness: 192.9000
Player 10798 fitness: 275.5334
Player 10799 fitness: 205.4667
Player 10800 fitness: 95.5667
Player 10801 fitness: 95.3667
Player 10802 fitness: 124.8667
Player 10803 fitness: 177.3000
Player 10804 fitness: 95.5667
Player 10805 fitness: 99.9667
Player 10806 fitness: 124.8667
Player 10807 fitness: 99.9667
Player 10808 fitness: 96.1333
Player 10809 fitness: 95.3667
Player 10810 fitness: 99.7667
Player 10811 fitness: 95.5667
Player 10812 fitness: 139.8667
Player 10813 fitness: 892.4000
Player 10814 fitness: 115.0667
Player 10815 fitness: 99.7667
Player 10816 fitness: 118.8000
Player 10817 fitness: 95.5667
Player 10818 fitness: 96.1333
Player 10819 fitness: 95.5667
Player 10820 fitness: 96.1333
Player 10821 fitness: 95.5667
Player 10822 fitness: 95.5667
Player 10823 fitness: 175.3333
Player 10824 fitness: 95.3667
Player 10825 fitness: 99.7667
Player 10826 fitness: 204.6667
Player 10827 fitness: 145.2000
Player 10828 fitness: 95.5667
Player 10829 fitness: 155.0000
Player 10830 fitness: 147.8333
Player 10831 fitness: 503.1333
Player 10832 fitness: 122.8667
Player 10833 fitness: 95.5667
Player 10834 fitness: 228.6667
Player 10835 fitness: 96.1333
Player 10836 fitness: 235.6000
Player 10837 fitness: 426.2000
Player 10838 fitness: 123.8000
Player 10839 fitness: 145.2000
Player 10840 fitness: 99.7667
Player 10841 fitness: 95.5667
Player 10842 fitness: 115.0667
Player 10843 fitness: 208.6667
Player 10844 fitness: 99.9667
Player 10845 fitness: 265.7333
Player 10846 fitness: 95.5667
Player 10847 fitness: 95.3667
Player 10848 fitness: 193.1667
Player 10849 fitness: 99.9667
Player 10850 fitness: 95.3667
Player 10851 fitness: 95.3667
Player 10852 fitness: 164.7333
Player 10853 fitness: 201.0000
Player 10854 fitness: 241.1667
Player 10855 fitness: 96.1333
Player 10856 fitness: 95.5667
Player 10857 fitness: 164.6667
Player 10858 fitness: 122.8667
Player 10859 fitness: 96.1333
Player 10860 fitness: 95.5667
Player 10861 fitness: 95.3667
Player 10862 fitness: 95.5667
Player 10863 fitness: 95.5667
Player 10864 fitness: 186.2667
Player 10865 fitness: 96.1333
Player 10866 fitness: 95.5667
Player 10867 fitness: 99.9667
Player 10868 fitness: 99.9667
Player 10869 fitness: 95.5667
Player 10870 fitness: 200.7000
Player 10871 fitness: 95.5667
Player 10872 fitness: 95.3667
Player 10873 fitness: 198.1000
Player 10874 fitness: 95.5667
Player 10875 fitness: 99.7667
Player 10876 fitness: 95.3667
Player 10877 fitness: 139.2333
Player 10878 fitness: 95.5667
Player 10879 fitness: 95.5667
Player 10880 fitness: 99.7667
Player 10881 fitness: 95.5667
Player 10882 fitness: 175.3333
Player 10883 fitness: 117.2667
Player 10884 fitness: 99.7667
Player 10885 fitness: 95.5667
Player 10886 fitness: 95.3667
Player 10887 fitness: 95.3667
Player 10888 fitness: 96.1333
Player 10889 fitness: 95.5667
Player 10890 fitness: 95.5667
Player 10891 fitness: 99.9667
Player 10892 fitness: 95.5667
Player 10893 fitness: 946.6333
Player 10894 fitness: 96.1333
Player 10895 fitness: 145.2000
Player 10896 fitness: 99.7667
Player 10897 fitness: 917.3332
Player 10898 fitness: 95.5667
Player 10899 fitness: 99.9667
Player 10900 fitness: 268.3000
Player 10901 fitness: 95.5667
Player 10902 fitness: 904.8000
Player 10903 fitness: 155.0000
Player 10904 fitness: 95.3667
Player 10905 fitness: 99.9667
Player 10906 fitness: 95.5667
Player 10907 fitness: 95.5667
Player 10908 fitness: 195.6000
Player 10909 fitness: 96.1333
Player 10910 fitness: 96.1333
Player 10911 fitness: 171.3333
Player 10912 fitness: 95.5667
Player 10913 fitness: 658.7000
Player 10914 fitness: 95.3667
Player 10915 fitness: 321.9333
Player 10916 fitness: 95.5667
Player 10917 fitness: 95.5667
Player 10918 fitness: 114.2667
Player 10919 fitness: 96.1333
Player 10920 fitness: 527.5000
Player 10921 fitness: 164.9333
Player 10922 fitness: 99.7667
Player 10923 fitness: 124.8667
Player 10924 fitness: 99.7667
Player 10925 fitness: 436.3667
Player 10926 fitness: 153.3667
Player 10927 fitness: 99.7667
Player 10928 fitness: 99.7667
Player 10929 fitness: 95.5667
Player 10930 fitness: 95.5667
Player 10931 fitness: 95.5667
Player 10932 fitness: 95.5667
Player 10933 fitness: 513.4000
Player 10934 fitness: 95.5667
Player 10935 fitness: 193.1667
Player 10936 fitness: 121.4000
Player 10937 fitness: 99.9667
Player 10938 fitness: 95.3667
Player 10939 fitness: 154.9667
Player 10940 fitness: 95.3667
Player 10941 fitness: 95.3667
Player 10942 fitness: 95.5667
Player 10943 fitness: 241.5667
Player 10944 fitness: 95.5667
Player 10945 fitness: 546.7333
Player 10946 fitness: 95.5667
Player 10947 fitness: 96.1333
Player 10948 fitness: 95.5667
Player 10949 fitness: 99.9667
Player 10950 fitness: 96.1333
Player 10951 fitness: 99.7667
Player 10952 fitness: 131.0667
Player 10953 fitness: 185.4333
Player 10954 fitness: 96.1333
Player 10955 fitness: 142.8000
Player 10956 fitness: 99.9667
Player 10957 fitness: 96.1333
Player 10958 fitness: 95.5667
Player 10959 fitness: 95.5667
Player 10960 fitness: 95.5667
Player 10961 fitness: 95.5667
Player 10962 fitness: 490.9666
Player 10963 fitness: 165.0667
Player 10964 fitness: 99.9667
Player 10965 fitness: 344.1333
Player 10966 fitness: 95.3667
Player 10967 fitness: 95.3667
Player 10968 fitness: 99.9667
Player 10969 fitness: 836.2333
Player 10970 fitness: 136.4000
Player 10971 fitness: 99.9667
Player 10972 fitness: 145.2000
Player 10973 fitness: 235.6000
Player 10974 fitness: 115.0667
Player 10975 fitness: 166.1667
Player 10976 fitness: 99.9667
Player 10977 fitness: 95.5667
Player 10978 fitness: 95.5667
Player 10979 fitness: 95.5667
Player 10980 fitness: 124.8667
Player 10981 fitness: 95.5667
Player 10982 fitness: 115.0667
Player 10983 fitness: 95.5667
Player 10984 fitness: 96.1333
Player 10985 fitness: 261.9667
Player 10986 fitness: 99.9667
Player 10987 fitness: 95.5667
Player 10988 fitness: 95.3667
Player 10989 fitness: 95.5667
Player 10990 fitness: 99.9667
Player 10991 fitness: 96.1333
Player 10992 fitness: 95.5667
Player 10993 fitness: 121.4000
Player 10994 fitness: 95.3667
Player 10995 fitness: 95.5667
Player 10996 fitness: 95.5667
Player 10997 fitness: 95.5667
Player 10998 fitness: 95.5667
Player 10999 fitness: 216.6333
Player 11000 fitness: 148.6000
Player 11001 fitness: 95.3667
Player 11002 fitness: 95.5667
Player 11003 fitness: 95.3667
Player 11004 fitness: 95.5667
Player 11005 fitness: 146.1667
Player 11006 fitness: 99.7667
Player 11007 fitness: 99.7667
Player 11008 fitness: 95.5667
Player 11009 fitness: 96.1333
Player 11010 fitness: 95.5667
Player 11011 fitness: 142.6667
Player 11012 fitness: 99.9667
Player 11013 fitness: 95.5667
Player 11014 fitness: 115.0667
Player 11015 fitness: 419.7667
Player 11016 fitness: 923.6666
Player 11017 fitness: 95.5667
Player 11018 fitness: 95.5667
Player 11019 fitness: 95.3667
Player 11020 fitness: 115.0667
Player 11021 fitness: 96.1333
Player 11022 fitness: 96.1333
Player 11023 fitness: 99.7667
Player 11024 fitness: 96.1333
Player 11025 fitness: 99.9667
Player 11026 fitness: 99.9667
Player 11027 fitness: 325.7000
Player 11028 fitness: 95.5667
Player 11029 fitness: 607.7000
Player 11030 fitness: 96.1333
Player 11031 fitness: 95.5667
Player 11032 fitness: 145.2000
Player 11033 fitness: 129.1667
Player 11034 fitness: 99.7667
Player 11035 fitness: 95.5667
Player 11036 fitness: 95.5667
Player 11037 fitness: 95.3667
Player 11038 fitness: 216.1667
Player 11039 fitness: 96.1333
Player 11040 fitness: 122.1000
Player 11041 fitness: 99.7667
Player 11042 fitness: 95.5667
Player 11043 fitness: 491.8667
Player 11044 fitness: 122.0000
Player 11045 fitness: 95.5667
Player 11046 fitness: 120.1333
Player 11047 fitness: 114.2667
Player 11048 fitness: 95.5667
Player 11049 fitness: 154.0000
Player 11050 fitness: 172.5333
Player 11051 fitness: 99.0333
Player 11052 fitness: 95.5667
Player 11053 fitness: 211.4667
Player 11054 fitness: 114.2667
Player 11055 fitness: 606.8000
Player 11056 fitness: 95.5667
Player 11057 fitness: 95.3667
Player 11058 fitness: 95.5667
Player 11059 fitness: 96.1333
Player 11060 fitness: 95.5667
Player 11061 fitness: 115.0667
Player 11062 fitness: 99.7667
Player 11063 fitness: 95.5667
Player 11064 fitness: 99.9667
Player 11065 fitness: 95.5667
Player 11066 fitness: 95.5667
Player 11067 fitness: 180.5667
Player 11068 fitness: 95.5667
Player 11069 fitness: 251.7667
Player 11070 fitness: 95.3667
Player 11071 fitness: 176.2667
Player 11072 fitness: 99.7667
Player 11073 fitness: 95.3667
Player 11074 fitness: 95.3667
Player 11075 fitness: 99.9667
Player 11076 fitness: 95.5667
Player 11077 fitness: 96.1333
Player 11078 fitness: 96.1333
Player 11079 fitness: 96.1333
Player 11080 fitness: 121.4000
Player 11081 fitness: 99.9667
